Employee ID,Department,JobRole,JobLevel,Working Years,MonthlyIncome,Exit Risk,Replacement Cost,Risk,Cost
8,Research & Development,Manufacturing Director,3,9,"$9,526 ",NO,"$35,104 ",48.70%,35104
885,Sales,Sales Executive,2,4,"$4,950 ",NO,"$17,800 ",48.70%,17800
1088,Research & Development,Laboratory Technician,1,1,"$4,841 ",NO,"$18,364 ",48.70%,18364
639,Research & Development,Research Scientist,1,4,"$3,580 ",NO,"$13,320 ",48.70%,13320
1023,Research & Development,Research Scientist,1,3,"$2,066 ",NO,"$7,264 ",48.70%,7264
464,Research & Development,Manufacturing Director,3,6,"$7,491 ",NO,"$26,964 ",48.70%,26964
68,Research & Development,Research Scientist,1,3,"$2,194 ",NO,"$7,776 ",48.70%,7776
313,Research & Development,Manager,3,10,"$11,878 ",NO,"$44,512 ",48.70%,44512
33,Sales,Sales Representative,2,1,"$2,086 ",NO,"$6,344 ",48.70%,6344
1031,Sales,Sales Executive,3,7,"$10,096 ",NO,"$37,384 ",48.70%,37384
1333,Sales,Sales Executive,3,8,"$7,314 ",NO,"$26,256 ",48.60%,26256
418,Research & Development,Research Scientist,1,3,"$2,886 ",NO,"$10,544 ",48.60%,10544
773,Research & Development,Manufacturing Director,3,14,"$8,858 ",NO,"$32,432 ",48.60%,32432
740,Research & Development,Laboratory Technician,1,3,"$3,917 ",NO,"$14,668 ",48.60%,14668
458,Sales,Sales Executive,3,1,"$10,932 ",NO,"$40,728 ",48.60%,40728
130,Research & Development,Research Scientist,1,3,"$4,739 ",NO,"$17,956 ",48.60%,17956
1266,Research & Development,Laboratory Technician,1,5,"$2,289 ",NO,"$8,156 ",48.60%,8156
750,Sales,Sales Executive,4,12,"$13,320 ",NO,"$49,280 ",48.60%,49280
1306,Sales,Sales Executive,3,3,"$9,637 ",NO,"$35,548 ",48.60%,35548
705,Sales,Sales Executive,3,8,"$7,880 ",NO,"$28,520 ",48.60%,28520
1350,Sales,Sales Executive,2,8,"$6,500 ",NO,"$24,000 ",48.60%,24000
994,Research & Development,Manufacturing Director,4,5,"$13,247 ",NO,"$48,988 ",48.60%,48988
848,Research & Development,Laboratory Technician,1,2,"$2,376 ",NO,"$8,504 ",48.60%,8504
769,Research & Development,Research Scientist,1,5,"$2,007 ",NO,"$7,028 ",48.60%,7028
63,Sales,Sales Executive,3,21,"$7,637 ",NO,"$27,548 ",48.60%,27548
873,Research & Development,Laboratory Technician,1,7,"$2,741 ",NO,"$9,964 ",48.60%,9964
56,Sales,Sales Executive,3,9,"$9,069 ",NO,"$33,276 ",48.60%,33276
1347,Human Resources,Human Resources,2,10,"$3,886 ",NO,"$13,544 ",48.60%,13544
1199,Research & Development,Healthcare Representative,2,3,"$5,347 ",NO,"$19,388 ",48.60%,19388
844,Sales,Sales Executive,2,10,"$6,578 ",NO,"$24,312 ",48.60%,24312
1256,Research & Development,Laboratory Technician,1,6,"$2,468 ",NO,"$8,872 ",48.60%,8872
1019,Sales,Sales Executive,2,3,"$5,647 ",NO,"$20,588 ",48.60%,20588
265,Sales,Sales Executive,2,0,"$6,644 ",NO,"$24,576 ",48.60%,24576
794,Research & Development,Healthcare Representative,2,6,"$7,756 ",NO,"$29,024 ",48.60%,29024
344,Research & Development,Manufacturing Director,3,16,"$8,095 ",NO,"$29,380 ",48.60%,29380
407,Research & Development,Research Scientist,1,2,"$2,654 ",NO,"$9,616 ",48.60%,9616
231,Research & Development,Manager,5,22,"$19,232 ",NO,"$71,928 ",48.60%,71928
1044,Research & Development,Healthcare Representative,2,3,"$6,651 ",NO,"$24,604 ",48.60%,24604
1220,Sales,Sales Representative,2,13,"$4,502 ",NO,"$16,008 ",48.60%,16008
1228,Human Resources,Human Resources,2,3,"$6,430 ",NO,"$23,720 ",48.60%,23720
698,Sales,Sales Executive,2,5,"$4,601 ",NO,"$16,404 ",48.60%,16404
907,Sales,Manager,5,22,"$18,213 ",NO,"$67,852 ",48.60%,67852
630,Research & Development,Manufacturing Director,2,2,"$4,775 ",NO,"$17,100 ",48.60%,17100
1387,Research & Development,Healthcare Representative,2,5,"$5,373 ",NO,"$19,492 ",48.60%,19492
351,Research & Development,Laboratory Technician,1,8,"$2,370 ",NO,"$8,480 ",48.60%,8480
298,Research & Development,Laboratory Technician,1,1,"$3,688 ",NO,"$13,752 ",48.60%,13752
1274,Sales,Sales Executive,2,12,"$5,468 ",NO,"$19,872 ",48.60%,19872
144,Sales,Sales Executive,2,8,"$4,668 ",NO,"$16,672 ",48.60%,16672
701,Sales,Manager,4,17,"$14,852 ",NO,"$55,408 ",48.60%,55408
160,Research & Development,Research Scientist,1,2,"$2,323 ",NO,"$8,292 ",48.60%,8292
87,Research & Development,Laboratory Technician,1,4,"$2,075 ",NO,"$7,300 ",48.60%,7300
410,Research & Development,Manufacturing Director,2,5,"$6,091 ",NO,"$22,364 ",48.60%,22364
156,Research & Development,Manufacturing Director,2,1,"$6,132 ",NO,"$22,528 ",48.60%,22528
510,Human Resources,Human Resources,3,9,"$10,725 ",NO,"$39,900 ",48.60%,39900
785,Research & Development,Healthcare Representative,3,11,"$10,322 ",NO,"$38,288 ",48.60%,38288
808,Research & Development,Research Scientist,1,7,"$2,514 ",NO,"$9,056 ",48.60%,9056
485,Research & Development,Research Scientist,1,5,"$2,187 ",NO,"$7,748 ",48.60%,7748
10,Research & Development,Laboratory Technician,1,5,"$2,426 ",NO,"$8,704 ",48.60%,8704
248,Research & Development,Research Scientist,1,3,"$3,920 ",NO,"$14,680 ",48.60%,14680
46,Sales,Sales Executive,2,9,"$4,568 ",NO,"$16,272 ",48.60%,16272
833,Research & Development,Research Scientist,1,4,"$2,539 ",NO,"$9,156 ",48.60%,9156
583,Sales,Sales Executive,2,3,"$6,500 ",NO,"$24,000 ",48.60%,24000
441,Research & Development,Laboratory Technician,1,2,"$2,093 ",NO,"$7,372 ",48.60%,7372
96,Sales,Sales Executive,2,3,"$4,999 ",NO,"$17,996 ",48.60%,17996
852,Research & Development,Laboratory Technician,1,10,"$3,131 ",NO,"$11,524 ",48.60%,11524
1106,Sales,Sales Executive,2,10,"$9,714 ",NO,"$36,856 ",48.60%,36856
977,Research & Development,Research Scientist,1,5,"$2,029 ",NO,"$7,116 ",48.60%,7116
332,Research & Development,Research Scientist,2,4,"$4,869 ",NO,"$17,476 ",48.60%,17476
722,Research & Development,Research Scientist,1,2,"$2,684 ",NO,"$9,736 ",48.60%,9736
629,Human Resources,Human Resources,1,5,"$4,936 ",NO,"$18,744 ",48.60%,18744
518,Sales,Sales Executive,2,7,"$4,028 ",NO,"$14,112 ",48.60%,14112
902,Research & Development,Research Scientist,1,5,"$2,517 ",NO,"$9,068 ",48.60%,9068
1151,Research & Development,Manufacturing Director,2,5,"$4,877 ",NO,"$17,508 ",48.60%,17508
359,Sales,Sales Executive,3,13,"$9,699 ",NO,"$35,796 ",48.60%,35796
232,Human Resources,Human Resources,1,2,"$2,267 ",NO,"$8,068 ",48.60%,8068
1047,Sales,Sales Executive,2,4,"$4,373 ",NO,"$15,492 ",48.60%,15492
863,Human Resources,Human Resources,1,5,"$3,600 ",NO,"$13,400 ",48.60%,13400
1091,Research & Development,Manufacturing Director,2,5,"$4,320 ",NO,"$15,280 ",48.60%,15280
1380,Sales,Sales Executive,2,5,"$5,561 ",NO,"$20,244 ",48.60%,20244
704,Sales,Sales Executive,3,10,"$7,823 ",NO,"$28,292 ",48.60%,28292
391,Research & Development,Laboratory Technician,2,1,"$3,448 ",NO,"$11,792 ",48.60%,11792
1254,Sales,Sales Executive,2,5,"$4,507 ",NO,"$16,028 ",48.60%,16028
65,Research & Development,Manager,4,5,"$14,756 ",NO,"$55,024 ",48.60%,55024
205,Sales,Sales Executive,3,10,"$7,639 ",NO,"$27,556 ",48.60%,27556
765,Research & Development,Research Scientist,1,2,"$2,821 ",NO,"$10,284 ",48.60%,10284
1284,Research & Development,Research Director,3,4,"$13,464 ",NO,"$50,856 ",48.60%,50856
334,Research & Development,Research Scientist,2,10,"$3,697 ",NO,"$12,788 ",48.60%,12788
822,Research & Development,Manufacturing Director,2,3,"$4,033 ",NO,"$14,132 ",48.60%,14132
299,Research & Development,Manufacturing Director,2,4,"$5,482 ",NO,"$19,928 ",48.60%,19928
209,Research & Development,Healthcare Representative,3,4,"$9,396 ",NO,"$34,584 ",48.60%,34584
1081,Research & Development,Healthcare Representative,3,11,"$8,606 ",NO,"$31,424 ",48.60%,31424
1073,Research & Development,Manufacturing Director,2,8,"$6,549 ",NO,"$24,196 ",48.60%,24196
558,Research & Development,Laboratory Technician,2,10,"$5,309 ",NO,"$19,236 ",48.60%,19236
1383,Research & Development,Laboratory Technician,1,5,"$2,810 ",NO,"$10,240 ",48.50%,10240
1287,Research & Development,Healthcare Representative,2,0,"$5,538 ",NO,"$20,152 ",48.50%,20152
356,Research & Development,Healthcare Representative,2,1,"$6,781 ",NO,"$25,124 ",48.50%,25124
567,Sales,Sales Executive,2,6,"$6,274 ",NO,"$23,096 ",48.50%,23096
1163,Research & Development,Research Scientist,1,8,"$3,936 ",NO,"$14,744 ",48.50%,14744
592,Research & Development,Manager,4,26,"$16,752 ",NO,"$63,008 ",48.50%,63008
1407,Research & Development,Healthcare Representative,2,4,"$4,617 ",NO,"$16,468 ",48.50%,16468
388,Research & Development,Laboratory Technician,1,5,"$2,576 ",NO,"$9,304 ",48.50%,9304
1141,Research & Development,Research Scientist,1,6,"$2,141 ",NO,"$7,564 ",48.50%,7564
1371,Sales,Sales Executive,2,0,"$5,380 ",NO,"$19,520 ",48.50%,19520
97,Sales,Sales Executive,2,5,"$4,221 ",NO,"$14,884 ",48.50%,14884
199,Research & Development,Manufacturing Director,2,7,"$6,261 ",NO,"$23,044 ",48.50%,23044
9,Research & Development,Healthcare Representative,2,7,"$5,237 ",NO,"$18,948 ",48.50%,18948
373,Research & Development,Laboratory Technician,1,5,"$3,816 ",NO,"$14,264 ",48.50%,14264
1243,Human Resources,Human Resources,3,5,"$9,756 ",NO,"$36,024 ",48.50%,36024
872,Sales,Sales Executive,2,10,"$4,539 ",NO,"$16,156 ",48.50%,16156
188,Research & Development,Manufacturing Director,2,10,"$9,547 ",NO,"$36,188 ",48.50%,36188
772,Research & Development,Research Scientist,1,5,"$2,942 ",NO,"$10,768 ",48.50%,10768
1264,Research & Development,Research Director,5,1,"$19,038 ",NO,"$71,152 ",48.50%,71152
135,Research & Development,Manufacturing Director,2,3,"$4,941 ",NO,"$17,764 ",48.50%,17764
823,Research & Development,Research Scientist,1,7,"$3,291 ",NO,"$12,164 ",48.50%,12164
44,Research & Development,Laboratory Technician,2,12,"$4,011 ",NO,"$14,044 ",48.50%,14044
967,Research & Development,Laboratory Technician,1,4,"$2,387 ",NO,"$8,548 ",48.50%,8548
1131,Research & Development,Healthcare Representative,2,8,"$5,063 ",NO,"$18,252 ",48.50%,18252
1356,Sales,Sales Executive,2,5,"$4,393 ",NO,"$15,572 ",48.50%,15572
84,Research & Development,Manufacturing Director,2,5,"$4,325 ",NO,"$15,300 ",48.50%,15300
969,Research & Development,Manufacturing Director,3,10,"$7,898 ",NO,"$28,592 ",48.50%,28592
1432,Research & Development,Research Director,3,16,"$13,744 ",NO,"$51,976 ",48.50%,51976
153,Research & Development,Laboratory Technician,2,17,"$2,348 ",NO,"$7,392 ",48.50%,7392
297,Sales,Sales Executive,3,11,"$8,020 ",NO,"$29,080 ",48.50%,29080
508,Research & Development,Research Scientist,2,17,"$6,646 ",NO,"$24,584 ",48.50%,24584
1181,Research & Development,Healthcare Representative,4,15,"$13,966 ",NO,"$51,864 ",48.50%,51864
1191,Sales,Sales Executive,2,10,"$5,476 ",NO,"$19,904 ",48.50%,19904
1127,Research & Development,Research Scientist,1,2,"$2,073 ",NO,"$7,292 ",48.50%,7292
247,Research & Development,Manufacturing Director,2,11,"$5,957 ",NO,"$21,828 ",48.50%,21828
1175,Research & Development,Manufacturing Director,2,5,"$5,295 ",NO,"$19,180 ",48.50%,19180
272,Research & Development,Research Scientist,1,5,"$2,070 ",NO,"$7,280 ",48.50%,7280
587,Research & Development,Laboratory Technician,2,5,"$3,149 ",NO,"$10,596 ",48.50%,10596
570,Research & Development,Research Scientist,1,4,"$4,258 ",NO,"$16,032 ",48.50%,16032
767,Research & Development,Healthcare Representative,2,4,"$4,107 ",NO,"$14,428 ",48.50%,14428
302,Research & Development,Healthcare Representative,2,8,"$5,661 ",NO,"$20,644 ",48.50%,20644
325,Research & Development,Manufacturing Director,3,10,"$8,943 ",NO,"$32,772 ",48.50%,32772
345,Research & Development,Research Scientist,1,4,"$2,904 ",NO,"$10,616 ",48.50%,10616
628,Sales,Sales Executive,2,1,"$6,334 ",NO,"$23,336 ",48.50%,23336
883,Research & Development,Research Scientist,1,14,"$2,781 ",NO,"$10,124 ",48.50%,10124
723,Research & Development,Manufacturing Director,3,8,"$10,845 ",NO,"$40,380 ",48.50%,40380
847,Research & Development,Healthcare Representative,2,13,"$5,343 ",NO,"$19,372 ",48.50%,19372
285,Research & Development,Research Scientist,1,17,"$2,115 ",NO,"$7,460 ",48.50%,7460
489,Research & Development,Research Director,4,1,"$16,627 ",NO,"$62,508 ",48.50%,62508
524,Research & Development,Healthcare Representative,3,8,"$8,621 ",NO,"$31,484 ",48.50%,31484
611,Research & Development,Manufacturing Director,3,8,"$10,221 ",NO,"$37,884 ",48.50%,37884
387,Sales,Sales Executive,2,5,"$5,715 ",NO,"$20,860 ",48.50%,20860
358,Sales,Sales Executive,2,1,"$6,653 ",NO,"$24,612 ",48.50%,24612
1105,Sales,Sales Executive,2,2,"$6,392 ",NO,"$23,568 ",48.50%,23568
462,Sales,Sales Executive,2,10,"$5,337 ",NO,"$19,348 ",48.50%,19348
1320,Research & Development,Research Scientist,1,6,"$2,936 ",NO,"$10,744 ",48.50%,10744
1420,Research & Development,Research Scientist,1,5,"$2,782 ",NO,"$10,128 ",48.50%,10128
607,Sales,Sales Executive,3,9,"$7,654 ",NO,"$27,616 ",48.50%,27616
499,Sales,Sales Executive,2,5,"$7,104 ",NO,"$26,416 ",48.50%,26416
979,Research & Development,Laboratory Technician,2,8,"$5,429 ",NO,"$19,716 ",48.50%,19716
596,Research & Development,Research Scientist,1,2,"$2,506 ",NO,"$9,024 ",48.50%,9024
428,Research & Development,Manufacturing Director,2,5,"$5,070 ",NO,"$18,280 ",48.50%,18280
454,Research & Development,Manufacturing Director,2,3,"$4,262 ",NO,"$15,048 ",48.50%,15048
13,Research & Development,Laboratory Technician,1,2,"$2,661 ",NO,"$9,644 ",48.50%,9644
280,Research & Development,Research Director,4,5,"$17,584 ",NO,"$66,336 ",48.50%,66336
1316,Sales,Sales Executive,2,7,"$5,675 ",NO,"$20,700 ",48.50%,20700
355,Sales,Sales Executive,2,8,"$5,296 ",NO,"$19,184 ",48.50%,19184
605,Research & Development,Healthcare Representative,2,4,"$6,288 ",NO,"$23,152 ",48.50%,23152
245,Research & Development,Research Director,3,2,"$13,675 ",NO,"$51,700 ",48.50%,51700
1280,Human Resources,Human Resources,2,10,"$4,071 ",NO,"$14,284 ",48.50%,14284
1447,Sales,Sales Executive,2,15,"$5,406 ",NO,"$19,624 ",48.50%,19624
117,Sales,Sales Executive,3,9,"$9,738 ",NO,"$35,952 ",48.50%,35952
874,Research & Development,Laboratory Technician,2,10,"$3,491 ",NO,"$11,964 ",48.50%,11964
520,Sales,Sales Executive,2,2,"$8,120 ",NO,"$30,480 ",48.50%,30480
543,Research & Development,Laboratory Technician,1,5,"$3,708 ",NO,"$13,832 ",48.50%,13832
899,Research & Development,Manager,5,1,"$18,711 ",NO,"$69,844 ",48.50%,69844
653,Research & Development,Manager,4,31,"$17,924 ",NO,"$67,696 ",48.50%,67696
983,Research & Development,Healthcare Representative,2,14,"$6,687 ",NO,"$24,748 ",48.50%,24748
537,Research & Development,Manufacturing Director,3,9,"$8,793 ",NO,"$32,172 ",48.50%,32172
269,Research & Development,Laboratory Technician,1,15,"$3,210 ",NO,"$11,840 ",48.50%,11840
75,Research & Development,Manufacturing Director,2,11,"$4,424 ",NO,"$15,696 ",48.50%,15696
1458,Research & Development,Research Scientist,1,4,"$2,977 ",NO,"$10,908 ",48.50%,10908
556,Research & Development,Laboratory Technician,2,2,"$2,450 ",NO,"$7,800 ",48.50%,7800
507,Sales,Sales Executive,2,6,"$5,561 ",NO,"$20,244 ",48.50%,20244
185,Research & Development,Research Scientist,1,8,"$2,756 ",NO,"$10,024 ",48.50%,10024
536,Sales,Sales Executive,2,2,"$5,405 ",NO,"$19,620 ",48.50%,19620
1362,Research & Development,Healthcare Representative,2,4,"$5,399 ",NO,"$19,596 ",48.50%,19596
879,Sales,Sales Executive,2,11,"$5,220 ",NO,"$18,880 ",48.40%,18880
1341,Research & Development,Laboratory Technician,2,10,"$4,197 ",NO,"$14,788 ",48.40%,14788
622,Sales,Sales Executive,2,5,"$4,403 ",NO,"$15,612 ",48.40%,15612
1418,Research & Development,Manufacturing Director,2,8,"$5,321 ",NO,"$19,284 ",48.40%,19284
66,Research & Development,Manufacturing Director,2,6,"$6,499 ",NO,"$23,996 ",48.40%,23996
1463,Research & Development,Manufacturing Director,2,9,"$9,936 ",NO,"$37,744 ",48.40%,37744
287,Research & Development,Healthcare Representative,2,2,"$5,745 ",NO,"$20,980 ",48.40%,20980
360,Research & Development,Healthcare Representative,2,3,"$6,755 ",NO,"$25,020 ",48.40%,25020
878,Human Resources,Human Resources,2,4,"$6,272 ",NO,"$23,088 ",48.40%,23088
826,Human Resources,Human Resources,1,7,"$2,844 ",NO,"$10,376 ",48.40%,10376
1323,Human Resources,Human Resources,1,3,"$2,706 ",NO,"$9,824 ",48.40%,9824
1283,Research & Development,Research Scientist,1,5,"$2,044 ",NO,"$7,176 ",48.40%,7176
114,Research & Development,Research Scientist,2,1,"$4,505 ",NO,"$16,020 ",48.40%,16020
548,Sales,Sales Executive,2,2,"$6,804 ",NO,"$25,216 ",48.40%,25216
1125,Research & Development,Healthcare Representative,2,6,"$8,853 ",NO,"$33,412 ",48.40%,33412
187,Research & Development,Research Director,5,24,"$18,722 ",NO,"$69,888 ",48.40%,69888
788,Research & Development,Research Scientist,2,8,"$3,660 ",NO,"$12,640 ",48.40%,12640
1177,Research & Development,Research Director,3,14,"$13,269 ",NO,"$50,076 ",48.40%,50076
1355,Sales,Sales Executive,2,4,"$5,507 ",NO,"$20,028 ",48.40%,20028
472,Research & Development,Manufacturing Director,2,6,"$6,447 ",NO,"$23,788 ",48.40%,23788
1290,Research & Development,Laboratory Technician,2,7,"$5,346 ",NO,"$19,384 ",48.40%,19384
1079,Research & Development,Manufacturing Director,3,2,"$8,376 ",NO,"$30,504 ",48.40%,30504
713,Research & Development,Laboratory Technician,1,5,"$2,270 ",NO,"$8,080 ",48.40%,8080
843,Research & Development,Laboratory Technician,1,8,"$4,420 ",NO,"$16,680 ",48.40%,16680
404,Research & Development,Laboratory Technician,2,10,"$4,558 ",NO,"$16,232 ",48.40%,16232
1156,Research & Development,Manufacturing Director,3,18,"$10,435 ",NO,"$38,740 ",48.40%,38740
1376,Research & Development,Research Scientist,1,5,"$4,771 ",NO,"$18,084 ",48.40%,18084
1038,Sales,Sales Executive,2,2,"$5,486 ",NO,"$19,944 ",48.40%,19944
1132,Sales,Sales Executive,2,5,"$4,639 ",NO,"$16,556 ",48.40%,16556
576,Sales,Sales Executive,2,4,"$4,342 ",NO,"$15,368 ",48.40%,15368
393,Sales,Sales Executive,2,3,"$6,538 ",NO,"$24,152 ",48.40%,24152
1469,Research & Development,Laboratory Technician,2,4,"$4,404 ",NO,"$15,616 ",48.40%,15616
71,Research & Development,Research Scientist,1,5,"$2,703 ",NO,"$9,812 ",48.40%,9812
1033,Research & Development,Manufacturing Director,3,10,"$7,446 ",NO,"$26,784 ",48.40%,26784
1335,Research & Development,Research Scientist,2,2,"$3,902 ",NO,"$13,608 ",48.40%,13608
116,Research & Development,Manager,3,11,"$11,631 ",NO,"$43,524 ",48.40%,43524
303,Sales,Sales Executive,2,8,"$6,929 ",NO,"$25,716 ",48.40%,25716
420,Research & Development,Research Director,3,10,"$11,935 ",NO,"$44,740 ",48.40%,44740
211,Research & Development,Manufacturing Director,3,11,"$8,474 ",NO,"$30,896 ",48.40%,30896
939,Research & Development,Laboratory Technician,2,10,"$4,883 ",NO,"$17,532 ",48.40%,17532
242,Research & Development,Research Scientist,2,1,"$3,072 ",NO,"$10,288 ",48.40%,10288
641,Sales,Sales Executive,2,10,"$6,524 ",NO,"$24,096 ",48.40%,24096
696,Research & Development,Laboratory Technician,2,9,"$4,447 ",NO,"$15,788 ",48.40%,15788
444,Sales,Sales Executive,2,9,"$4,051 ",NO,"$14,204 ",48.40%,14204
1158,Research & Development,Manufacturing Director,2,4,"$5,768 ",NO,"$21,072 ",48.40%,21072
151,Sales,Sales Executive,3,10,"$7,295 ",NO,"$26,180 ",48.40%,26180
223,Sales,Sales Executive,3,16,"$10,609 ",NO,"$39,436 ",48.40%,39436
692,Research & Development,Manufacturing Director,2,8,"$6,725 ",NO,"$24,900 ",48.40%,24900
574,Research & Development,Research Scientist,1,4,"$3,280 ",NO,"$12,120 ",48.40%,12120
419,Research & Development,Laboratory Technician,1,5,"$2,097 ",NO,"$7,388 ",48.40%,7388
928,Research & Development,Healthcare Representative,3,10,"$7,978 ",NO,"$28,912 ",48.40%,28912
677,Research & Development,Laboratory Technician,3,26,"$7,403 ",NO,"$26,612 ",48.40%,26612
869,Research & Development,Research Director,5,4,"$19,081 ",NO,"$71,324 ",48.40%,71324
1210,Research & Development,Laboratory Technician,1,14,"$2,028 ",NO,"$7,112 ",48.40%,7112
782,Research & Development,Manufacturing Director,2,6,"$9,957 ",NO,"$37,828 ",48.40%,37828
1272,Research & Development,Laboratory Technician,1,5,"$3,702 ",NO,"$13,808 ",48.40%,13808
1276,Sales,Sales Executive,2,5,"$4,189 ",NO,"$14,756 ",48.40%,14756
1026,Sales,Sales Executive,2,4,"$9,204 ",NO,"$34,816 ",48.40%,34816
120,Research & Development,Research Scientist,1,10,"$2,613 ",NO,"$9,452 ",48.40%,9452
276,Research & Development,Manager,3,7,"$11,996 ",NO,"$44,984 ",48.40%,44984
1292,Sales,Sales Executive,2,2,"$4,127 ",NO,"$14,508 ",48.40%,14508
1451,Sales,Sales Executive,2,10,"$5,343 ",NO,"$19,372 ",48.40%,19372
339,Sales,Sales Executive,2,8,"$6,214 ",NO,"$22,856 ",48.40%,22856
1063,Sales,Sales Executive,2,10,"$8,620 ",NO,"$32,480 ",48.40%,32480
384,Sales,Sales Executive,3,10,"$7,596 ",NO,"$27,384 ",48.40%,27384
243,Research & Development,Research Scientist,2,9,"$3,319 ",NO,"$11,276 ",48.40%,11276
814,Research & Development,Research Director,5,20,"$19,626 ",NO,"$73,504 ",48.40%,73504
467,Sales,Sales Executive,3,9,"$8,834 ",NO,"$32,336 ",48.40%,32336
108,Research & Development,Research Scientist,1,2,"$2,889 ",NO,"$10,556 ",48.40%,10556
1385,Sales,Sales Executive,3,8,"$8,628 ",NO,"$31,512 ",48.40%,31512
572,Research & Development,Healthcare Representative,2,8,"$4,335 ",NO,"$15,340 ",48.40%,15340
694,Research & Development,Healthcare Representative,2,5,"$6,949 ",NO,"$25,796 ",48.40%,25796
452,Sales,Sales Executive,2,8,"$4,805 ",NO,"$17,220 ",48.40%,17220
349,Sales,Sales Executive,2,4,"$4,649 ",NO,"$16,596 ",48.40%,16596
1045,Research & Development,Research Scientist,1,3,"$2,345 ",NO,"$8,380 ",48.40%,8380
503,Research & Development,Research Scientist,1,10,"$2,691 ",NO,"$9,764 ",48.40%,9764
417,Sales,Manager,5,20,"$18,041 ",NO,"$67,164 ",48.40%,67164
1328,Sales,Sales Representative,2,9,"$3,540 ",NO,"$12,160 ",48.40%,12160
551,Human Resources,Human Resources,2,8,"$6,389 ",NO,"$23,556 ",48.40%,23556
306,Sales,Sales Executive,2,13,"$5,484 ",NO,"$19,936 ",48.40%,19936
891,Research & Development,Research Scientist,1,10,"$2,011 ",NO,"$7,044 ",48.40%,7044
832,Research & Development,Healthcare Representative,2,6,"$5,731 ",NO,"$20,924 ",48.40%,20924
121,Sales,Sales Executive,2,7,"$6,146 ",NO,"$22,584 ",48.40%,22584
594,Research & Development,Research Scientist,1,10,"$2,700 ",NO,"$9,800 ",48.40%,9800
1440,Research & Development,Manufacturing Director,2,4,"$5,131 ",NO,"$18,524 ",48.40%,18524
155,Research & Development,Manufacturing Director,2,10,"$4,319 ",NO,"$15,276 ",48.40%,15276
103,Research & Development,Research Scientist,2,16,"$4,809 ",NO,"$17,236 ",48.40%,17236
531,Research & Development,Research Director,3,7,"$11,159 ",NO,"$41,636 ",48.30%,41636
960,Sales,Sales Executive,2,9,"$4,103 ",NO,"$14,412 ",48.30%,14412
1211,Sales,Sales Executive,2,6,"$9,525 ",NO,"$36,100 ",48.30%,36100
246,Research & Development,Research Scientist,1,2,"$2,911 ",NO,"$10,644 ",48.30%,10644
172,Research & Development,Laboratory Technician,1,8,"$2,088 ",NO,"$7,352 ",48.30%,7352
1119,Sales,Sales Executive,2,9,"$9,924 ",NO,"$37,696 ",48.30%,37696
637,Research & Development,Laboratory Technician,1,3,"$2,314 ",NO,"$8,256 ",48.30%,8256
1203,Research & Development,Healthcare Representative,3,4,"$7,005 ",NO,"$25,020 ",48.30%,25020
661,Research & Development,Manufacturing Director,2,1,"$4,765 ",NO,"$17,060 ",48.30%,17060
1357,Research & Development,Research Director,3,13,"$13,348 ",NO,"$50,392 ",48.30%,50392
167,Sales,Sales Executive,3,10,"$9,419 ",NO,"$34,676 ",48.30%,34676
803,Research & Development,Research Scientist,1,0,"$2,979 ",NO,"$10,916 ",48.30%,10916
959,Research & Development,Research Scientist,2,9,"$4,661 ",NO,"$16,644 ",48.30%,16644
165,Research & Development,Manager,5,5,"$19,926 ",NO,"$74,704 ",48.30%,74704
1439,Sales,Sales Executive,3,9,"$7,644 ",NO,"$27,576 ",48.30%,27576
619,Sales,Sales Executive,2,9,"$4,037 ",NO,"$14,148 ",48.30%,14148
22,Research & Development,Research Director,3,12,"$11,994 ",NO,"$44,976 ",48.30%,44976
1217,Research & Development,Research Scientist,1,5,"$4,401 ",NO,"$16,604 ",48.30%,16604
1090,Research & Development,Healthcare Representative,2,7,"$9,715 ",NO,"$36,860 ",48.30%,36860
851,Research & Development,Manager,5,5,"$19,943 ",NO,"$74,772 ",48.30%,74772
227,Sales,Sales Executive,3,11,"$7,918 ",NO,"$28,672 ",48.30%,28672
1466,Research & Development,Healthcare Representative,3,7,"$9,991 ",NO,"$36,964 ",48.30%,36964
839,Sales,Sales Executive,2,6,"$5,155 ",NO,"$18,620 ",48.30%,18620
944,Research & Development,Laboratory Technician,2,9,"$6,674 ",NO,"$24,696 ",48.30%,24696
1294,Research & Development,Healthcare Representative,2,3,"$6,870 ",NO,"$25,480 ",48.30%,25480
923,Human Resources,Human Resources,2,10,"$4,490 ",NO,"$15,960 ",48.30%,15960
654,Human Resources,Human Resources,2,5,"$5,204 ",NO,"$18,816 ",48.30%,18816
1424,Research & Development,Research Scientist,2,10,"$5,098 ",NO,"$18,392 ",48.30%,18392
377,Research & Development,Research Scientist,1,2,"$2,543 ",NO,"$9,172 ",48.30%,9172
278,Research & Development,Manufacturing Director,2,6,"$6,397 ",NO,"$23,588 ",48.30%,23588
305,Research & Development,Laboratory Technician,2,9,"$5,674 ",NO,"$20,696 ",48.30%,20696
340,Research & Development,Manufacturing Director,2,6,"$6,347 ",NO,"$23,388 ",48.30%,23388
254,Sales,Sales Executive,2,3,"$6,931 ",NO,"$25,724 ",48.30%,25724
726,Research & Development,Manufacturing Director,2,4,"$4,148 ",NO,"$14,592 ",48.30%,14592
